parents
partner
boss
boss
expartner
boss
colleague
parents
partner
boss
LiYanxia
friend
colleague
expartner
parents
partner
partner 
expartner
partner
boss
expartner'sfamily
boss
boss
boss
friend
partner
boss
a person who shared materials with when learning a technique
parents
boss
parents
expartner
partner
mother
father
expartner
boss
father
boss
relatives
boss
relatives
relatives
mother
boss
boss
expartner
exboss
relatives
friend
mother
expartner
boss
master's programme's supervisor
friend
exfriend
parents
boss
boss
expartner
expartner
stepmother
partner
expartner
partner
boss
someone I liked
mother
mother
relatives
mother
boss
boss
father
parents
boss
teacher
expartner
a man I dated before
expartner
partner
parents
partner
expartner
father
the whole patriarchy
womenthemselves(selfPUA)
father
expartner
partner
relatives
boss
expartner
partner
teacher
relatives
colleague
partner
expartner
father
mother
partner
boss
partner
boss
relatives
partner
colleague
expartner
supervisor
boss
boss
relatives
various types of people
